regime,signal,selected_features,risk_multiplier,confidence,reason,source,guardrails_applied,time,idx,close
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.084375,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-03 00:00:00+00:00,237,68335.99
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.07500000000000001,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-04 00:00:00+00:00,238,72683.26
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.07500000000000001,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-05 00:00:00+00:00,239,70887.6
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.30000000000000004,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-06 00:00:00+00:00,240,68108.24
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.22500000000000003,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-07 00:00:00+00:00,241,67259.62
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.16875,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-08 00:00:00+00:00,242,65970.56
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.12656250000000002,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-09 00:00:00+00:00,243,68432.17
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.09492187500000002,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-10 00:00:00+00:00,244,69960.83
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.30000000000000004,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-11 00:00:00+00:00,245,70208.0
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.22500000000000003,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-12 00:00:00+00:00,246,70531.56
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.16875,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-13 00:00:00+00:00,247,70944.33
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.12656250000000002,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-14 00:00:00+00:00,248,71232.02
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.09492187500000002,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-15 00:00:00+00:00,249,72830.01
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-03-16 00:00:00+00:00,250,74886.47
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-03-17 00:00:00+00:00,251,73934.11
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-03-18 00:00:00+00:00,252,71245.02
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-03-19 00:00:00+00:00,253,69918.3
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-03-20 00:00:00+00:00,254,70497.01
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-03-21 00:00:00+00:00,255,68912.02
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-03-22 00:00:00+00:00,256,67844.94
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-03-23 00:00:00+00:00,257,70874.23
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-03-24 00:00:00+00:00,258,70533.49
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-03-25 00:00:00+00:00,259,71301.53
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-03-26 00:00:00+00:00,260,68769.02
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.44999999999999996,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-27 00:00:00+00:00,261,66353.34
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.33749999999999997,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-28 00:00:00+00:00,262,66320.15
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.253125,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-29 00:00:00+00:00,263,65956.94
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.18984374999999998,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,['medium_atr_volatility_75pct_risk'],2026-03-30 00:00:00+00:00,264,66737.18
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-03-31 00:00:00+00:00,265,68221.85
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-01 00:00:00+00:00,266,68112.35
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-02 00:00:00+00:00,267,66894.48
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-03 00:00:00+00:00,268,66959.99
value_investing,buy,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-04 00:00:00+00:00,269,67291.73
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-05 00:00:00+00:00,270,69005.0
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-06 00:00:00+00:00,271,68853.61
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-07 00:00:00+00:00,272,71910.2
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-08 00:00:00+00:00,273,71085.99
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-09 00:00:00+00:00,274,71798.01
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-10 00:00:00+00:00,275,72997.88
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-11 00:00:00+00:00,276,73086.0
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-12 00:00:00+00:00,277,70755.35
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-13 00:00:00+00:00,278,74446.0
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-14 00:00:00+00:00,279,74179.04
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-15 00:00:00+00:00,280,74836.31
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-16 00:00:00+00:00,281,75163.09
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-17 00:00:00+00:00,282,77098.01
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-18 00:00:00+00:00,283,75736.82
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-19 00:00:00+00:00,284,73823.14
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-20 00:00:00+00:00,285,75864.86
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-21 00:00:00+00:00,286,76348.58
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-22 00:00:00+00:00,287,78208.52
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-23 00:00:00+00:00,288,78281.32
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-24 00:00:00+00:00,289,77461.8
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-25 00:00:00+00:00,290,77650.72
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-26 00:00:00+00:00,291,78673.83
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-27 00:00:00+00:00,292,77364.42
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-28 00:00:00+00:00,293,76317.99
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-29 00:00:00+00:00,294,75752.88
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-04-30 00:00:00+00:00,295,76305.78
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-05-01 00:00:00+00:00,296,78234.05
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-05-02 00:00:00+00:00,297,78682.31
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-05-03 00:00:00+00:00,298,78558.89
value_investing,hold,"['rsi_14', 'macd_hist', 'ema_20', 'ema_50', 'ema_100', 'atr_pct', 'drawdown_from_peak']",0.6,0.55,"Deterministic fallback based on RSI, MACD, EMA trend, drawdown, and ATR%. ",heuristic_fallback,[],2026-05-04 00:00:00+00:00,299,79182.1
